account_id,segment,plan,tenure_months,seats,mrr_usd,logins_last_90d,support_tickets_90d,days_since_last_login,nps_score,renewal_date,churned,cancellation_reason
ACC-10943,Mid-Market,Premium,7,2,$407.74,24,0,23,6,05/29/2027,1,
ACC-10944,Enterprise,Standard,42,5,$150.21,43,0,2,8,02/01/2027,0,
ACC-10945,Enterprise,Standard,17,14,225.42,39,5,12,n/a,06/19/2026,0,
ACC-10946,SMB,Basic,53,6,60.50,13,2,12,3,01-Feb-2027,0,
ACC-10947,smb,Standard,10,25,241.06,17,0,4,10,2027-01-09,0,
ACC-10948,SMB,Standard,42,10,205.69,29,2,37,7,Jan 2026,0,
ACC-10949,SMB,Enterprise,28,19,2121.70,51,2,2,6,2026-03-10,0,
ACC-10950,SMB,Standard,10,17,$222.75,57,2,0,5,2026-05-08,0,
ACC-10951,SMB,Premium,58,3,428.83,n/a,0,4,6,05/12/2026,0,
ACC-10952,Enterprise,Basic,49,3,$61.52,10,0,2,4,Feb 2026,0,
ACC-10953,Mid-Market,Standard ,31,19,$233.45,60,2,11,8,21-May-2027,0,
ACC-10954,SMB,Basic,45,5,$57.89,4,0,2,n/a,19-Nov-2026,0,
ACC-10955,Enterprise,PREMIUM,33,34,$855.06,40,0,7,6,Feb 2027,0,
ACC-10956,Mid-Market,STANDARD,28,39,$344.17,54,1,3,6,05/17/2027,0,
ACC-10957,Enterprise,Standard,9,10,$174.68,25,3,6,2,2027-04-13,0,
ACC-10958,SMB,Standard,31,11,198.42,99,7,0,6,2026-11-11,0,
ACC-10959,Mid-Market,Basic,32,6,$49.39,26,0,23,5,08/19/2026,0,
ACC-10960,Mid-Market ,Premium,15,8,460.37,48,0,16,8,05/12/2027,0,
ACC-10961,Mid-Market,Premium,36,2,488.73,66,2,10,,2026-05-19,0,
ACC-10962,SMB,Premium,29,15,$615.46,0,1,9, ,2026-04-10,1,
ACC-10963,Mid-Market,Premium,12,10,541.14,21,5,5,-,08/06/2026,1,
ACC-10964,SMB,Standard ,54,9,175.66,44,1,2,5,26-Mar-2026,0,
ACC-10965,Enterprise,Basic,37,5,52.37,14,0,16,4,12-Jul-2026,0,
ACC-10966,SMB,Basic,37,6,$65.16,19,1,25,4,21-Aug-2026,1,
ACC-10967,SMB,Basic,8,78,126.30,9,0,53,7,Aug 2026,1,switched vendor
ACC-10968,SMB,Standard,36,17,241.84,51,0,46,6,22-Oct-2026,0,
ACC-10969,Mid-Market,Basic,34,3,$50.03,33,0,0, ,2027-03-23,0,
ACC-10970,Enterprise,Standard,21,21,207.50,0,0,61,7,10-Dec-2026,1,missing feature
ACC-10971,SMB,Standard,43,26,$244.89,60,0,1,9,Jul 2026,0,
ACC-10972,Mid-Market,Premium,30,20,586.11,45,0,7,6,01/28/2026,0,
ACC-10973,Mid-Market,Premium,37,5,$502.96,0,0,56,9,Aug 2026,0,
ACC-10974,Enterprise,Premium,26,7,458.79,8,4,16,6,Jan 2027,1,
ACC-10975,SMB,Basic,55,27,90.50,27,2,2,4,Aug 2026,0,
ACC-10976,SMB,Basic,21,11,$73.05,10,0,19,3,2027-05-26,1,budget cut
ACC-10977,SMB,Standard,1,8,175.26,52,7,24,7,2026-07-14,1,
ACC-10978,SMB,Basic,6,10,59.92,n/a,0,16,9,07/28/2026,0,
ACC-10979,SMB ,Standard,37,5,156.78,68,0,1,5,27-Feb-2026,0,
ACC-10980,Mid-Market,Enterprise,13,4,1170.77,43,0,28,10,May 2026,0,
ACC-10981,SMB,Premium,1,2,$393.21,,2,1,,19-Jul-2026,0,
ACC-10982,SMB ,Premium,23,28,$628.37,58,1,35,N/A,04/14/2027,0,
ACC-10983,smb,Standard,1,7,$157.14,63,0,23,6,2027-04-08,0,
ACC-10984,Mid-Market,Basic,32,15,62.00,3,2,7,7,09/04/2026,0,
ACC-10985,Enterprise,PREMIUM,44,5,529.31,51,4,0,5,10/11/2026,0,
ACC-10986,smb,Premium,46,8,409.00,13,0,28,N/A,10-May-2027,0,
ACC-10987,Mid-Market,Enterprise,5,7,1518.90,4,3,6,7,2026-07-16,0,
ACC-10988,Mid-Market,Basic,26,30,80.65,15,0,18,8,25-May-2027,0,
ACC-10989,Mid-Market,Standard,21,12,173.17,0,1,33,N/A,09/08/2026,1,switched vendor
ACC-10990,SMB ,Basic,37,14,$75.27,10,2,25,1,06/17/2027,1,budget cut
ACC-10991,SMB,Standard,20,5,166.26,35,1,43,5,Jun 2027,1,price
ACC-10992,Mid-Market ,Standard ,30,18,188.67,,0,77,9,Feb 2026,1,switched vendor
ACC-10993,Mid-Market,Basic,34,8,57.40,20,2,23,6,11/01/2026,0,
ACC-10994,Mid-Market,Basic,55,13,$59.72,27,0,6,4,2026-07-11,0,
ACC-10995,SMB,Premium,35,4,$423.36,39,0,9,10,07-Mar-2027,0,
ACC-10996,SMB,Standard,46,54,419.94,36,0,4,4,2026-09-05,0,
ACC-10997,Mid-Market, Standard,17,35,255.10,36,0,2,6,10/23/2026,0,
ACC-10998,Mid-Market,Basic,25,42,$103.25,14,4,28,6,18-May-2027,1,switched vendor
ACC-10999,SMB,Standard,15,3,161.73,53,2,45,-,Feb 2027,0,
ACC-11000,SMB,Premium,32,3,489.41,N/A,4,48,6,Aug 2026,1,missing feature
ACC-11001,smb,premium,1,1,420.75,38,0,24,10,Mar 2027,0,
ACC-11002,Mid-Market,Standard,51,6,$194.38,46,1,17,,02/01/2027,0,
ACC-11003,SMB,Enterprise,20,5,1186.46,54,0,11,9,Jul 2026,0,
ACC-11004,Mid-Market,Premium,37,1,484.16,30,1,2,8,2027-01-22,0,
ACC-11005,Mid-Market,Standard,15,4,146.58,0,1,31,3,2027-06-08,0,
ACC-11006,SMB,Premium,27,53,798.56,0,1,6,null,Jun 2026,0,
ACC-11007,mid-market, Standard,6,42,$317.77,22,3,20,7,11/05/2026,1,price
ACC-11008,SMB,Premium,21,3,367.91,17,10,6,4,2027-03-08,0,
ACC-11009,Mid-Market ,Standard,23,6,199.39,32,3,2,4,2026-04-04,0,
ACC-11010,SMB,Basic,28,2,55.30,8,1,17,4,Oct 2026,0,
ACC-11011,SMB,Standard,1,7,183.16,31,3,7,n/a,06/06/2027,1,missing feature
ACC-11012,SMB,standard,34,5,185.35,37,0,27,8,05-Feb-2026,0,
ACC-11013,SMB,Basic,31,10,57.88,20,1,38,9,2026-08-28,0,
ACC-11014,SMB,Premium,37,16,566.33,46,4,11, ,03/18/2027,0,
ACC-11015,Mid-Market,Standard,39,18,216.84,17,0,0,8,02-Jun-2027,0,
ACC-11016,SMB,Standard,20,5,154.83,26,0,13,6,Jul 2026,0,
ACC-11017,SMB,Premium,19,24,$747.90,12,1,6, ,2027-02-02,0,
ACC-11018,Mid-Market,Standard,26,4,162.79,10,6,11,null,10-Feb-2026,1,
ACC-11019,Mid-Market,Standard,14,2,$146.18,57,0,4,4,11/08/2026,0,
ACC-11020,SMB,Premium,27,32,$767.35,64,1,29,5,2026-09-26,0,
ACC-11021,Mid-Market,standard,21,19,206.21,66,2,13,7,03/14/2027,0,
ACC-11022,SMB,Basic,35,9,60.32,2,4,2,5,2026-06-11,1,switched vendor
ACC-11023,Mid-Market,Premium,5,30,804.70,65,6,3,9,01-May-2026,0,
ACC-11024,SMB,Basic,27,3,56.52,0,0,0,5,31-Dec-2026,1,price
ACC-11025,SMB,Basic,32,23,86.55,4,2,37,9,10-Dec-2026,1,missing feature
ACC-11026,Mid-Market,Standard,21,7,$156.30,36,3,7,-,Jul 2026,0,
ACC-11027,SMB,Standard,18,7,205.81,55,2,7,8,Jun 2026,0,
ACC-11028,Mid-Market,Standard,26,6,176.15,9,6,10,7,04/09/2026,0,
ACC-11029,Enterprise,Standard,28,22,,35,1,8,8,2026-11-28,0,
ACC-11030,Mid-Market,Standard,32,21,253.95,33,4,1,9,Nov 2026,0,
ACC-11031,SMB,Basic,18,30,91.29,3,0,14,5,05/31/2026,0,
ACC-11032,SMB,Enterprise,74,1,"$1,315.77",34,0,1,5,13-May-2027,0,
ACC-11033,mid-market,Standard,20,6,$203.38,58,0,8,,Jan 2026,0,
ACC-11034,Mid-Market,Standard,29,8,162.56,38,5,10, ,Jan 2027,0,
ACC-11035,SMB,Standard,19,9,186.73,44,1,13,6,10/23/2026,0,
ACC-11036,Enterprise,Standard,28,25,$228.37,0,0,3,1,Mar 2027,0,
ACC-11037,Enterprise,Premium,37,4,$380.03,39,0,5,3,May 2027,0,
ACC-11038,SMB,Standard,46,8,203.49,80,2,2,10,2026-12-19,0,
ACC-11039,SMB,Standard,42,16,193.78,27,0,3,7,18-Apr-2026,0,
ACC-11040,SMB,Basic,24,2,$49.35,17,0,12,6,Apr 2026,0,
ACC-11041,Mid-Market,Enterprise,13,19,1964.48,55,3,8,,11-Jan-2026,0,
ACC-11042,Mid-Market,Enterprise,24,17,1554.90,53,2,16,5,Aug 2026,0,
ACC-11043,Mid-Market,Premium,43,12,566.07,46,5,39,8,2027-02-12,1,
ACC-11044,SMB,Premium,3,85,1401.40,43,2,17,9,09/22/2026,0,
ACC-11045,Mid-Market,Standard,18,2,$180.98,26,3,6,2,17-Aug-2026,1,price
ACC-11046,Enterprise,Standard,59,5,$169.48,n/a,1,39,10,Jul 2026,0,
ACC-11047,SMB,Standard,30,20,238.17,10,5,94,null,07/19/2026,1,budget cut
ACC-11048,SMB,Premium,25,1,490.23,53,2,3,10,Oct 2026,0,
ACC-11049,Enterprise,Standard,21,10,165.88,53,2,22,8,19-Jun-2026,0,
ACC-11050,Mid-Market,Standard,41,32,283.09,25,2,45,3,2027-06-18,1,price
ACC-11051,SMB,Premium,35,27,800.01,23,0,16,3,10/15/2026,0,
ACC-11052,Mid-Market,Standard,23,8,201.59,20,2,62,8,2026-03-01,0,
ACC-11053,SMB,Premium,14,9,$494.22,34,0,19,6,03-Apr-2027,1,
ACC-11054,SMB,Premium,49,13,547.02,9,2,79,7,04/08/2027,1,
ACC-11055,SMB,Premium,7,15,$504.95,52,0,4,5,21-Sep-2026,0,
ACC-11056,Enterprise,Standard,29,3,136.74,55,5,35,,2027-03-31,1,budget cut
ACC-11057,SMB,Enterprise,76,3,"$1,502.46",28,0,3,4,Jun 2027,0,
ACC-11058,SMB,Basic,33,7,n/a,11,2,13,6,2026-08-05,0,
ACC-11059,SMB,Standard,21,8,200.80,30,2,12,3,2026-05-25,0,
ACC-11060,SMB,Standard,1,2,156.01,12,0,3,4,2027-02-11,0,
ACC-11061,Enterprise,Standard,28,10,166.89,73,2,10,8,10-Jan-2026,0,
ACC-11062,Enterprise,enterprise,31,7,"$1,662.47",34,1,9,10,29-Jan-2026,0,
ACC-11063,Enterprise,Standard,17,11,201.68,39,7,30,9,12-Aug-2026,1,missing feature
ACC-11064, Mid-Market,Basic,34,12,$61.21,18,2,21,9,Jun 2027,0,
ACC-11065,SMB,Premium,27,14,558.88,12,3,7, ,2026-06-10,0,
ACC-11066,MID-MARKET,Basic,28,26,88.41,25,5,21,6,Dec 2026,1,missing feature
ACC-11067, SMB,Standard,54,3,182.46,41,6,17,9,02/16/2026,0,
ACC-11068,Mid-Market,Basic,2,6,67.01,0,2,6,5,Dec 2026,1,budget cut
ACC-11069,ENTERPRISE,Premium,26,29,814.38,78,2,9,N/A,Jul 2026,0,
ACC-11070,SMB,Standard,32,7,159.09,4,4,5,10,28-Apr-2027,0,
ACC-11071,SMB,Standard,10,8,193.29,35,2,3,3,2027-03-15,0,
ACC-11072,Mid-Market,Standard,14,14,176.86,39,2,0,6,Jan 2026,0,
ACC-11073,Mid-Market,Premium,23,6,465.00,78,0,36,4,Mar 2026,0,
ACC-11074,SMB,Premium ,29,37,$655.93,62,1,0,7,09-Mar-2026,0,
ACC-11075,SMB,Standard,22,8,172.50,41,2,34,8,2026-11-18,0,
ACC-11076,SMB,Basic,29,8,50.78,7,0,8,,2026-05-30,0,
ACC-11077,SMB,Standard,13,10,214.06,47,4,56,10,01/08/2026,0,
ACC-11078,SMB,Basic,21,18,61.33,19,2,0,7,27-Jun-2026,1,price
ACC-11079,SMB,Premium,8,5,$448.97,31,0,21,,23-Feb-2027,0,
ACC-11080,Mid-Market,Premium,31,29,$712.51,37,6,30,4,May 2026,1,switched vendor
ACC-11081,SMB,Basic,19,6,58.40,9,0,44,8,14-Jun-2026,0,
ACC-11082,SMB,Premium,13,38,914.13,5,0,8,8,May 2027,0,
ACC-11083,SMB,Basic,26,4,$52.02,16,4,12,null,06/13/2027,0,
ACC-11084,Enterprise,Standard,31,24,$247.30,33,1,9,-,04/20/2027,0,
ACC-11085,mid-market,Standard,26,7,163.91,78,1,1,8,06/24/2027,0,
ACC-11086,Enterprise,STANDARD,29,5,176.58,30,2,4,3,30-Jul-2026,0,
ACC-11087,SMB,Premium,7,69,995.56,36,0,9,-,01/16/2026,0,
ACC-11088,SMB,Basic,40,2,55.05,19,1,0,null,May 2026,0,
ACC-11089,Mid-Market,Standard,61,12,$213.90,52,4,0,4,2026-01-15,0,
ACC-11090,SMB, Basic,35,7,58.24,null,1,3,10,Jan 2026,0,
ACC-11091,SMB,Premium,37,5,477.62,39,1,26,-,May 2027,0,
ACC-11092,Mid-Market,Standard,35,6,$169.19,39,0,37,5,12/25/2026,0,
ACC-11093,SMB,Standard,12,13,$230.98,23,1,19,8,09/24/2026,0,
ACC-11094,SMB,basic,29,2,$49.30,13,1,8,9,11-Aug-2026,0,
ACC-11095,SMB,Premium,23,76,1278.57,34,0,4,6,2027-03-27,0,
ACC-11096,SMB, Premium,34,5,$423.71,56,2,32,7,03-Jan-2027,0,
ACC-11097,SMB,Premium,26,42,695.91,61,2,4,8,2026-12-19,0,
ACC-11098, Mid-Market,Basic,9,22,83.45,14,6,30,8,03/03/2027,1,missing feature
ACC-11099,SMB,Premium,18,9,421.47,67,3,14,4,21-Mar-2027,0,
ACC-11100,Enterprise,Basic,48,4,47.55,11,3,63,6,18-Jan-2026,1,switched vendor
ACC-11101,SMB,Standard,39,9,$211.20,34,3,12,6,10-Jun-2027,0,
ACC-11102,Mid-Market,Premium,57,4,$496.88,75,0,77,10,2026-06-13,0,
ACC-11103,Enterprise,Enterprise,47,21,2009.03,27,1,11, ,2026-06-07,0,
ACC-11104,Enterprise,Standard,8,14,$215.71,71,0,4,6,19-Apr-2026,0,
ACC-11105,SMB ,Enterprise,1,3,"$1,280.49",1,6,9,null,17-May-2027,1,price
ACC-11106,Mid-Market,Basic,63,4,$48.32,9,6,6,6,2026-04-29,1,missing feature
ACC-11107,Mid-Market,Standard,26,8,186.30,9,5,2,10,04/19/2027,0,
ACC-11108,Mid-Market,Basic,36,10,52.46,0,2,51,7,2027-06-02,1,
ACC-11109,Mid-Market ,Standard,8,62,382.87,42,3,5,4,08/15/2026,0,
ACC-11110,Mid-Market,PREMIUM,21,1,$409.86,69,0,41,5,Jan 2027,1,missing feature
ACC-11111, SMB,Enterprise,51,2,1326.51,58,1,3,9,02/10/2026,0,
ACC-11112,Mid-Market,Premium,23,3,$432.64,61,1,33,8,Jan 2027,0,
ACC-11113,Mid-Market,Standard,16,31,$301.21,38,4,25,4,2026-12-25,0,
ACC-11114,Mid-Market,Standard,29,8,164.32,49,1,22,8,09-Feb-2026,0,
ACC-11115,Mid-Market,Standard,39,4, ,51,3,16,9,12/30/2026,0,
ACC-11116,SMB,Premium,22,2,$475.65,33,0,10,8,05/17/2027,1,
ACC-11117,Mid-Market,Premium,11,13,556.97,null,0,2,8,12/17/2026,0,
ACC-11118,Mid-Market ,Enterprise,35,10,1397.75,65,0,3,9,28-Nov-2026,0,
ACC-11119,SMB ,Basic,49,11,$66.54,23,0,1,7,24-Aug-2026,0,
ACC-11120,Enterprise,Basic,15,5,$61.17,24,0,1,7,2027-02-04,0,
ACC-11121,SMB,Enterprise,28,3,"$1,331.95",21,0,9,6,03/31/2026,0,
ACC-11122,Enterprise,STANDARD,1,5,$170.43,27,5,2,8,01/02/2027,0,
ACC-11123,Enterprise,Standard,25,13,217.59,33,0,26,9,2026-01-20,0,
ACC-11124,Mid-Market,Basic,1,9,$66.78,-,2,2,7,01/06/2026,0,
ACC-11125,Mid-Market,Premium,1,7,552.30,19,0,16,5,2027-06-14,0,
ACC-11126,SMB,Basic,34,18,73.71,9,2,39,2,06/06/2026,1,missing feature
ACC-11127,SMB,Standard,2,17,$211.53,54,7,31,null,2026-12-12,1,budget cut
ACC-11128,Mid-Market,Standard,21,19,254.08,11,1,21,n/a,12/25/2026,1,budget cut
ACC-11129,Mid-Market,Basic,53,24,78.28,14,1,3,9,05-Jan-2026,0,
ACC-11130,SMB,Standard ,28,22,242.85,32,2,3,6,08/14/2026,0,
ACC-11131,Mid-Market,Premium,24,29,$672.17,35,2,17,null,03/02/2027,0,
ACC-11132,Mid-Market,Basic,10,3,$62.47,32,0,14,3,11-Dec-2026,0,
ACC-11133,SMB,Basic,29,16,65.98,25,0,11,8,2026-07-09,0,
ACC-11134,smb,Premium,22,16,640.33,60,3,16,6,06/17/2026,0,
ACC-11135,SMB,Premium,27,3,$456.97,38,3,34,4,2026-10-06,1,price
ACC-11136,Enterprise ,Standard,37,6, ,47,0,4,7,2026-03-21,0,
ACC-11137,SMB,Standard,23,20,$245.36, ,2,46,9,2026-03-03,0,
ACC-11138,SMB,Enterprise,18,17,"$1,456.05",72,1,23,8,2027-02-10,0,
ACC-11139,SMB,Basic,24,10,52.51,19,4,8,n/a,2026-06-28,0,
ACC-11140,Mid-Market,Enterprise,23,30,2175.50,24,2,6,8,2027-03-25,0,
ACC-11141,SMB,Premium,41,24,588.53,46,1,17,,12-Jun-2026,0,
ACC-11142,SMB,Basic,15,49,106.73,11,2,20,8,2027-01-22,0,
ACC-11143,Mid-Market,Basic,27,8,$58.43,11,0,4,7,2026-04-05,0,
ACC-11144,smb,Standard,19,9,180.29,24,2,0,8,2026-05-31,0,
ACC-11145,SMB,Basic,40,2,55.70,13,3,30,-,04-Oct-2026,0,
ACC-11146,SMB,ENTERPRISE,17,5,"$1,477.51",37,0,3,3,22-Aug-2026,0,
ACC-11147,SMB,Premium,17,28,719.19,44,3,49,8,27-May-2026,0,
ACC-11148,SMB,Enterprise,13,43,"$2,763.03",n/a,1,2,3,23-Aug-2026,0,
ACC-11149,Mid-Market,Enterprise,54,72,2972.31,25,3,10,5,10/22/2026,0,
ACC-11150,Mid-Market,Premium,27,7,-,33,0,42,2,06/15/2027,1,missing feature
ACC-11151,Mid-Market,Basic,23,5,$48.04,12,3,9,8,02-Feb-2026,0,
ACC-11152,SMB,Enterprise ,19,9,1549.96,70,1,5,7,Jul 2026,0,
ACC-11153,SMB,Standard,36,5,165.01,21,0,3,8,01-Dec-2026,0,
ACC-11154,Enterprise,Basic,29,1,n/a,15,0,1,8,2026-01-10,0,
ACC-11155,Mid-Market,Basic,46,10,71.19,12,4,7,7,2026-07-07,0,
ACC-11156,Mid-Market,Standard,17,9,183.16,0,0,6,n/a,06/23/2027,0,
ACC-11157,SMB,Standard,22,26,236.37,34,0,18,10,11-Jul-2026,0,
ACC-11158,SMB,Basic ,20,24,$89.75,15,0,13,,12/07/2026,1,price
ACC-11159,SMB,Basic,4,6,$50.81,25,0,27,6,06/04/2027,1,missing feature
ACC-11160,Mid-Market,Standard,45,12,198.69,45,2,19,5,04/20/2027,0,
ACC-11161,Mid-Market,Standard,49,10,197.41,34,0,20,6,05-May-2027,0,
ACC-11162,SMB,basic,22,2,53.57,15,0,11,7,06/09/2026,0,
ACC-11163,Mid-Market,Standard ,15,3,$138.80,40,0,4,7,Dec 2026,0,
ACC-11164,Mid-Market,Premium,1,8,447.59,60,0,10,4,Jan 2027,0,
ACC-11165,SMB,Standard,29,4,$191.13,30,0,20,7,Feb 2027,0,
ACC-11166,Mid-Market,Basic,30,2,59.17,15,1,2,7,10-Apr-2026,0,
ACC-11167,SMB,Standard,40,43,$332.55,59,4,15,8,05/28/2027,0,
ACC-11168,SMB,Standard,50,3,$137.77,18,1,0,3,Apr 2026,0,
ACC-11169,Mid-Market,Enterprise,23,16,"$1,508.72",32,0,0,-,31-Mar-2026,0,
ACC-11170, SMB,Standard,22,13,235.13,43,0,32,-,11/13/2026,0,
ACC-11171,SMB,Standard,13,8,192.33,54,6,12,8,2026-02-26,1,budget cut
ACC-11172,SMB,Basic,15,15,$80.47,16,3,1,,2027-01-17,0,
ACC-11173,SMB,Standard,5,13,172.88,40,0,26,5,Feb 2026,0,
ACC-11174,Mid-Market,Enterprise,44,60,3019.31,56,2,23,7,Feb 2026,0,
ACC-11175,Mid-Market,Basic,27,20,$66.01,9,1,32,5,07/13/2026,1,budget cut
ACC-11176,Mid-Market,Standard,8,42,309.69,13,0,38,n/a,Mar 2027,0,
ACC-11177,SMB,Basic,18,2,$56.02, ,3,1,6,2026-12-15,1,
ACC-11178,Enterprise,Premium,16,31,$654.38,47,2,26,7,11-Feb-2027,0,
ACC-11179,SMB,Basic,53,3,54.88,19,0,6,4,2027-05-22,0,
ACC-11180,Mid-Market,Standard,32,6,161.61,23,1,9,6,20-Feb-2026,0,
ACC-11181,SMB,Standard,44,5,154.07,0,1,3,5,03/24/2026,1,price
ACC-11182,Enterprise,Premium,22,6,400.43,32,0,12,9,Apr 2026,0,
ACC-11183,SMB,ENTERPRISE,19,2,"$1,087.16",50,2,48,1,2027-06-02,0,
ACC-11184,Mid-Market,Basic,39,8,$51.71,21,0,7,8,07/03/2026,0,
ACC-11185,Mid-Market,Basic,36,24,90.59,20,0,9,9,04-Mar-2026,0,
ACC-11186,SMB,Premium,22,10,$427.25,13,2,10,10,09/29/2026,0,
ACC-11187,SMB,Basic,2,11,70.65,18,0,0,3,Apr 2027,1,missing feature
ACC-11188,Enterprise,Basic,35,10,72.45,20,0,15,7,Jul 2026,1,price
ACC-11189,SMB,Standard,27,20,218.46,22,3,8,8,28-Aug-2026,1,price
ACC-11190,SMB,Basic,22,21,79.43,0,2,28,n/a,2026-08-23,1,switched vendor
ACC-11191,SMB,Premium,17,13,458.33,38,0,34,10,2026-08-18,0,
ACC-11192,Enterprise,Premium,56,12,$515.06,64,8,1,7,06/13/2027,0,
ACC-11193,SMB,Standard,33,13,171.02,54,1,0,n/a,2026-07-21,0,
ACC-11194,SMB,Basic,32,33,$94.89,11,4,1,3,04/15/2027,1,price
ACC-11195,SMB,Enterprise,69,5,1474.51,54,0,6,-,06/20/2027,0,
ACC-11196,Mid-Market,Standard,42,7,$188.99,77,0,6,6,2026-08-07,0,
ACC-11197,SMB,Premium,7,28,$802.10,18,0,73,9,09/19/2026,0,
ACC-11198,Enterprise,Enterprise,36,1,-,0,4,29,,02-May-2027,0,
ACC-11199,SMB,Standard,43,14,$221.29,76,0,50, ,2026-11-30,0,
